,col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,col_61,col_62,col_63,col_64,col_65,col_66,col_67,col_68,col_69,col_70,col_71,col_72,col_73,col_74,col_75,col_76,col_77,col_78,col_79,col_80,col_81,col_82,col_83,col_84,col_85,col_86,col_87,col_88,col_89,col_90,col_91,col_92,col_93,col_94,col_95,col_96,col_97,col_98,col_99,col_100,col_101,col_102,col_103,col_104,col_105,col_106,col_107,col_108,col_109,col_110,col_111,targets
7225,15,7511,0,3,0,1,0,15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,15,897,3,46,0,3,1,1,5,0,1,1,151,0,495,0,6091,0,0,1,192,3,1,0,0,286,35,353,533,0,0,0,7990,0,0,0,0,0,0,0,0,0,0,0,0,22952.1021021,333,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,171,0
7226,0,121,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,1,0,0,0,1,5,0,0,0,0,0,0,4,0,36,0,0,0,0,0,0,0,0,8,3,8,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,735.785714286,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45,0
7227,0,193,10,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,0,0,0,1,0,0,0,0,0,0,0,1,0,59,0,0,13,0,0,0,0,0,1,10,59,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,1130.84615385,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,46,0
7228,0,324,0,0,0,14,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15,14,4,0,0,1,0,0,1,0,0,0,0,9,0,183,1,0,11,6,0,0,0,0,12,18,42,0,0,0,0,272,0,0,0,0,0,4,0,0,3,2,1,0,806.8,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,126,0
7229,0,164,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,1,0,0,0,1,0,4,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,437.5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0
7230,38,1703,0,4,0,0,0,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39,460,5,0,0,0,1,3,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,51,0
7231,0,54,0,1,0,2,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,3,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,1,3,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,298.5,8,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0
7232,36,291,0,2,0,0,-1,36,0,0,0,0,0,0,0,0,0,4898,0,0,0,0,36,28,1,0,0,0,1,0,11,0,1,0,0,0,4,26,76,0,0,2,0,0,0,0,0,22,0,0,27,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,645.8,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45,0
7233,0,14,0,2,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7234,0,102,0,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,3,0,0,0,1,2,0,0,0,0,0,0,2,0,17,0,0,0,1,0,0,0,0,6,0,8,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,491.272727273,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46,0
7235,1,122,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,6,1,0,0,0,1,1,0,0,0,0,0,0,4,0,176,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,178,3,0,0,0,0,0,0,0,1,0,4,0,17989.3441558,154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45,0
7236,4,85,0,0,0,1,7,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,25,1,0,0,0,1,1,0,0,0,1,0,0,4,0,119,0,0,0,0,0,0,0,0,14,1,5,17,0,0,0,117,4,0,17,0,0,0,0,0,13,1,5,3,732.875,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7237,3,186,0,2,0,0,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,22,1,1,8,0,1,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1156.28571429,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0
7238,2,151,0,2,0,0,-1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,17,1,2,2,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,13,0
7239,0,77,0,2,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45,0
7240,2,358,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,16,2,15,0,0,1,1,7,0,0,0,21,0,11,0,72,0,0,0,3,0,1,0,0,3,0,23,2,0,0,0,80,6,0,1,0,0,3,0,1,3,0,20,1,181622.0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,46,0
7241,2,142,0,0,0,3,7,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,15,3,0,0,0,1,0,14,0,0,0,0,0,8,0,184,0,0,0,3,0,0,0,0,13,6,5,2,0,0,0,184,5,0,1,0,0,2,0,0,13,4,2,10,211162.772727,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,72,0
7242,0,97,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,1,2,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10,0
7243,0,403,0,1,0,1,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27,1,4,0,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,70,0
7244,12,713,0,52,0,0,0,12,0,0,0,0,0,0,1,0,1,1,0,0,0,0,22,100,52,3,0,0,1,2,8,0,0,0,0,0,17,6,584,0,0,0,16,1,0,0,0,9,3,21,0,0,0,0,603,6,0,0,0,0,15,1,0,8,3,14,7,180059.769231,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,154,0
7245,2,336,0,8,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,23,8,1,0,0,1,1,18,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,14515.7435897,78,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,20,0
7246,1,421,0,3,0,0,7,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,48,3,0,0,0,1,2,1,0,0,1,0,0,12,0,107,0,0,0,11,0,3,0,0,2,1,19,0,0,0,0,113,9,0,0,0,0,11,0,3,2,1,15,1,49660.2857143,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,65,0
7247,0,261,0,0,0,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,4,0,0,0,1,2,2,0,0,1,0,0,61,0,333,0,0,0,24,0,0,0,0,14,17,40,11,0,0,0,366,34,0,11,0,0,24,0,0,14,12,37,2,269218.12,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0
7248,0,32,0,2,0,0,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0,1,0,1,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,422.333333333,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7249,0,64,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0
7250,0,87,0,0,0,3,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,3,0,0,0,1,4,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,0,0,2,2,2,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,466.555555556,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,58,0
7251,230,1063,2,0,0,0,2,230,0,0,0,0,0,0,1,1,0,0,0,0,0,0,232,277,2,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,120,0
7252,9,968,0,8,0,3,7,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9,122,10,7,0,0,1,1,0,0,2,0,0,0,64,0,979,0,0,4,68,1,0,0,0,59,16,57,10,0,0,0,1001,42,0,6,0,3,63,1,0,58,16,45,23,19111.1793103,290,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,233,0
7253,5,328,0,0,0,1,7,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,38,1,8,0,0,1,4,0,2,0,1,1,0,4,0,69,0,0,1,2,0,0,0,0,16,0,4,14,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,868.125,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,220,0
7254,8,242,0,2,0,0,0,8,0,0,0,0,0,0,0,0,1,693,0,0,0,0,8,27,1,0,0,0,1,0,48,0,0,0,0,0,3,0,43,0,0,0,0,0,0,0,0,3,0,2,4,0,0,0,44,2,0,3,0,0,0,0,0,3,0,2,1,92100.3095238,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7255,0,120,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,1,0,7,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0
7256,0,36,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12,0
7257,0,278,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29,5,0,0,0,1,3,6,0,0,0,0,0,4,0,71,0,0,0,5,3,0,1,0,6,0,4,0,0,0,0,68,3,0,0,0,0,5,3,0,6,0,3,6,210557.424242,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,58,0
7258,0,240,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,1,1,0,0,1,6,1,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,412.78125,32,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,62,0
7259,0,112,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,1,3,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,139.725806452,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7260,0,504,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,12,1,0,0,1,1,0,0,0,0,0,0,10,0,242,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,256,1,0,0,0,0,3,0,0,0,0,10,0,162880.0,38,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,104,0
7261,0,190,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,9,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46,0
7262,1,99,0,2,0,0,8,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,18,2,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,313.875,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7263,0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7264,7,422,0,4,0,0,0,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,85,3,1,0,0,1,4,29,0,0,0,0,0,46,0,565,0,0,0,20,1,2,0,0,89,10,31,25,0,0,0,540,33,0,23,0,0,13,1,2,82,10,25,60,32870.3235294,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0
7265,0,247,0,10,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,10,0,0,0,1,2,0,0,0,0,0,0,3,0,40,0,0,0,4,0,0,0,0,1,0,2,0,0,0,0,44,0,0,0,0,0,3,0,0,1,0,2,0,71929.6153846,13,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,1,1,0,0,0,83,0
7266,0,193,0,2,0,0,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,1,0,0,0,1,1,0,0,0,0,0,0,15,0,345,0,0,0,0,0,0,0,0,2,0,9,1,0,0,0,362,6,0,1,0,0,0,0,0,2,0,1,0,36027.8562092,153,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,52,0
7267,0,133,0,3,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,1,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,58,0
7268,2,412,0,7,0,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,28,10,2,0,0,1,0,0,0,0,0,1,0,20,0,80,0,0,12,0,0,1,1,0,12,11,42,13,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,733.3,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,28,0
7269,6,278,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,210,0,0,0,0,8,44,1,3,0,0,1,3,12,0,0,0,0,0,6,0,319,0,0,0,5,1,0,0,0,34,0,12,2,0,0,0,307,4,0,2,0,0,3,1,0,31,0,10,21,124836.0625,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0
7270,0,155,0,1,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45,0
7271,0,25,0,2,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7272,0,126,0,0,0,3,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,3,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,75,0
7273,3,496,0,2,0,0,7,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,86,2,0,0,0,1,0,2,0,0,0,0,0,80,0,890,0,0,0,2,0,0,0,0,77,0,114,14,0,0,0,913,64,0,14,0,0,2,0,0,77,0,97,10,21176.8235294,238,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,64,0
7274,5,102,2,0,0,0,6,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,21,1,0,2,0,1,0,0,0,0,0,0,0,1,0,31,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,1108.83333333,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7275,4,300,0,2,0,0,7,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,40,1,4,2,0,1,3,15,0,0,0,0,0,8,0,80,0,0,0,0,0,0,0,0,2,0,7,1,0,0,0,79,3,0,1,0,0,0,0,0,2,0,3,10,280604.0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,63,0
7276,2,183,0,2,0,0,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,17,1,0,0,0,1,1,1,0,0,0,0,0,2,2,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,743.875,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,12,0
7277,0,21,0,1,0,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7278,0,17,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7279,5,108,0,0,0,1,7,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,17,1,0,0,0,1,0,0,0,0,0,0,0,6,0,27,0,0,0,1,0,0,0,0,2,0,1,8,0,0,0,30,4,0,8,0,0,1,0,0,1,0,1,0,172617.923077,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,57,0
7280,4,176,0,1,0,1,8,4,0,0,0,0,0,0,0,1,0,12100,0,0,0,0,13,8,1,5,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0
7281,0,90,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,12,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7282,1,18,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,25,0
